timestamp,robot_id,client_id,shelf,item_quantities,start_time,end_time
<<<<<<< HEAD
=======
2024-06-13 01:37:34.786467,0,client1,A,22,2024-06-13 01:36:35.432448,2024-06-13 01:37:34.786931
2024-06-13 01:38:14.588228,0,client1,B,20,2024-06-13 01:37:34.849338,2024-06-13 01:38:14.588235
2024-06-13 01:39:16.230253,0,client1,C,3,2024-06-13 01:38:14.632199,2024-06-13 01:39:16.230268
2024-06-13 01:39:48.302441,0,client1,D,19,2024-06-13 01:39:16.322256,2024-06-13 01:39:48.302449
2024-06-13 01:40:53.106201,0,client1,drop_counter,64,2024-06-13 01:39:48.324631,2024-06-13 01:40:53.107356
2024-09-09 05:45:13.641807,0,client1,A,19,2024-09-09 05:44:30.038126,2024-09-09 05:45:13.641813,
2024-09-09 05:45:42.903981,0,client1,B,4,2024-09-09 05:45:13.706145,2024-09-09 05:45:42.903990,
>>>>>>> origin/dev2
2024-09-13 16:08:50.970075,0,client1,A,19,2024-09-13 16:08:03.484376,2024-09-13 16:08:50.970085,481,500
2024-09-13 16:09:26.311087,0,client1,B,4,2024-09-13 16:08:50.981092,2024-09-13 16:09:26.311091,596,600
2024-09-13 16:09:49.783306,0,client1,C,23,2024-09-13 16:09:26.320309,2024-09-13 16:09:49.783323,677,700
2024-09-13 16:10:21.477211,0,client1,D,11,2024-09-13 16:09:49.790795,2024-09-13 16:10:21.477222,789,800
2024-09-13 16:10:49.788176,0,client1,drop_counter,57,2024-09-13 16:10:21.490876,2024-09-13 16:10:49.788188,0,0
2024-09-13 16:10:49.980575,0,client2,A,16,2024-09-13 16:10:49.806605,2024-09-13 16:10:49.980590,465,500
2024-09-13 16:10:50.100453,0,client2,B,8,2024-09-13 16:10:49.987216,2024-09-13 16:10:50.100458,588,600
2024-09-13 16:10:51.526908,0,client2,C,1,2024-09-13 16:10:51.364148,2024-09-13 16:10:51.526915,676,700
2024-09-13 16:10:53.059011,0,client2,D,20,2024-09-13 16:10:52.913804,2024-09-13 16:10:53.059015,769,800
2024-09-13 16:10:54.719258,0,client2,drop_counter,45,2024-09-13 16:10:54.566224,2024-09-13 16:10:54.719270,0,0
2024-09-13 16:10:56.289557,0,client4,A,20,2024-09-13 16:10:56.134622,2024-09-13 16:10:56.289563,445,500
2024-09-13 16:10:57.856410,0,client4,B,8,2024-09-13 16:10:57.704852,2024-09-13 16:10:57.856417,580,600
2024-09-13 16:10:59.480633,0,client4,C,19,2024-09-13 16:10:59.348279,2024-09-13 16:10:59.480639,657,700
2024-09-13 16:11:01.052335,0,client4,D,11,2024-09-13 16:11:00.888678,2024-09-13 16:11:01.052338,758,800
2024-09-13 16:11:02.653995,0,client4,drop_counter,58,2024-09-13 16:11:02.514605,2024-09-13 16:11:02.654004,0,0
2024-09-13 16:11:04.287781,0,client6,A,8,2024-09-13 16:11:04.131136,2024-09-13 16:11:04.287788,437,500
2024-09-13 16:11:05.912037,0,client6,B,11,2024-09-13 16:11:05.780264,2024-09-13 16:11:05.912043,569,600
2024-09-13 16:11:07.560755,0,client6,C,3,2024-09-13 16:11:07.394821,2024-09-13 16:11:07.560758,654,700
2024-09-13 16:11:09.136523,0,client6,D,13,2024-09-13 16:11:08.989549,2024-09-13 16:11:09.136527,745,800
2024-09-13 16:11:10.851561,0,client6,drop_counter,35,2024-09-13 16:11:10.696723,2024-09-13 16:11:10.851576,0,0
2024-09-13 16:11:12.374508,0,client8,A,21,2024-09-13 16:11:12.261969,2024-09-13 16:11:12.374535,416,500
2024-09-13 16:11:13.941416,0,client8,B,14,2024-09-13 16:11:13.778017,2024-09-13 16:11:13.941432,555,600
2024-09-13 16:11:15.605365,0,client8,C,4,2024-09-13 16:11:15.457256,2024-09-13 16:11:15.605373,650,700
2024-09-13 16:11:17.161119,0,client8,D,7,2024-09-13 16:11:17.011177,2024-09-13 16:11:17.161123,738,800
2024-09-13 16:11:18.806188,0,client8,drop_counter,46,2024-09-13 16:11:18.660500,2024-09-13 16:11:18.806194,0,0
2024-09-13 16:11:20.468643,0,client10,A,2,2024-09-13 16:11:20.294376,2024-09-13 16:11:20.468656,414,500
2024-09-13 16:11:22.114192,0,client10,B,21,2024-09-13 16:11:21.974727,2024-09-13 16:11:22.114196,534,600
2024-09-13 16:11:23.796441,0,client10,C,6,2024-09-13 16:11:23.655819,2024-09-13 16:11:23.796447,644,700
2024-09-13 16:11:25.409786,0,client10,D,15,2024-09-13 16:11:25.262561,2024-09-13 16:11:25.409799,723,800
2024-09-13 16:11:26.916541,0,client10,drop_counter,44,2024-09-13 16:11:26.794771,2024-09-13 16:11:26.916544,0,0
2024-09-13 16:11:28.509463,0,client12,A,22,2024-09-13 16:11:28.361651,2024-09-13 16:11:28.509470,392,500
2024-09-13 16:15:38.334802,1,client2,A,16,2024-09-13 16:15:18.244633,2024-09-13 16:15:38.334813,484,500
2024-09-13 16:15:38.500817,1,client2,B,8,2024-09-13 16:15:38.338383,2024-09-13 16:15:38.500823,592,600
2024-09-13 16:19:31.645315,1,client2,A,16,2024-09-13 16:19:14.288753,2024-09-13 16:19:31.645321,484,500
2024-09-13 16:19:54.115133,1,client2,B,8,2024-09-13 16:19:31.653650,2024-09-13 16:19:54.115141,592,600
2024-09-13 16:20:03.131400,0,client1,A,19,2024-09-13 16:19:14.277987,2024-09-13 16:20:03.131404,465,500
2024-09-13 16:20:32.267620,1,client2,C,1,2024-09-13 16:19:54.126531,2024-09-13 16:20:32.267625,699,700
2024-09-13 16:20:47.154481,0,client1,B,4,2024-09-13 16:20:03.138017,2024-09-13 16:20:47.154488,588,600
2024-09-13 16:20:49.514331,1,client2,D,20,2024-09-13 16:20:32.273469,2024-09-13 16:20:49.514338,780,800
2024-09-13 16:20:49.696388,1,client2,drop_counter,45,2024-09-13 16:20:49.517452,2024-09-13 16:20:49.696391,0,0
2024-09-13 16:21:15.397760,0,client1,C,23,2024-09-13 16:20:47.164227,2024-09-13 16:21:15.397766,676,700
2024-09-13 16:21:15.549917,0,client1,D,11,2024-09-13 16:21:15.412545,2024-09-13 16:21:15.549928,769,800
2024-09-15 13:15:04.267984,0,client1,A,19,2024-09-15 13:14:13.838840,2024-09-15 13:15:04.267988,481,500
2024-09-15 13:15:04.428462,0,client1,B,4,2024-09-15 13:15:04.274170,2024-09-15 13:15:04.428468,596,600
2024-09-15 13:15:42.271135,0,client1,C,23,2024-09-15 13:15:04.448688,2024-09-15 13:15:42.271139,677,700
2024-09-15 13:22:53.292043,1,client1,A,19,2024-09-15 13:22:07.468326,2024-09-15 13:22:53.292047,481,500
2024-09-15 13:22:53.313321,1,client1,A,19,2024-09-15 13:22:07.470330,2024-09-15 13:22:53.313325,481,500
2024-09-15 13:23:34.505220,0,client1,A,19,2024-09-15 13:22:04.185809,2024-09-15 13:23:34.505242,462,500
2024-09-15 13:23:34.506643,0,client1,A,19,2024-09-15 13:21:58.644008,2024-09-15 13:23:34.506648,462,500
2024-09-15 13:23:56.532186,1,client1,B,4,2024-09-15 13:22:53.316382,2024-09-15 13:23:56.532191,596,600
2024-09-15 13:23:56.570823,1,client1,B,4,2024-09-15 13:22:53.300188,2024-09-15 13:23:56.570828,596,600
2024-09-15 13:24:34.803793,0,client1,B,4,2024-09-15 13:23:34.519242,2024-09-15 13:24:34.803796,592,600
2024-09-15 13:24:34.814090,0,client1,B,4,2024-09-15 13:23:34.512144,2024-09-15 13:24:34.814101,592,600
2024-09-15 13:24:34.973501,0,client1,C,23,2024-09-15 13:24:34.824558,2024-09-15 13:24:34.973511,677,700
2024-09-15 13:24:34.973873,0,client1,C,23,2024-09-15 13:24:34.821759,2024-09-15 13:24:34.973879,677,700
2024-09-15 13:25:06.977981,1,client1,C,23,2024-09-15 13:23:56.575912,2024-09-15 13:25:06.977986,654,700
2024-09-15 13:25:06.993034,1,client1,C,23,2024-09-15 13:23:56.538250,2024-09-15 13:25:06.993037,654,700
2024-09-15 13:25:07.155932,1,client1,D,11,2024-09-15 13:25:07.008776,2024-09-15 13:25:07.155938,789,800
2024-09-15 13:25:07.169183,1,client1,D,11,2024-09-15 13:25:07.006207,2024-09-15 13:25:07.169190,789,800
2024-09-15 13:25:46.371427,1,client1,drop_counter,57,2024-09-15 13:25:07.173978,2024-09-15 13:25:46.371431,0,0
2024-09-15 13:25:46.372906,1,client1,drop_counter,57,2024-09-15 13:25:07.158488,2024-09-15 13:25:46.372909,0,0
2024-09-15 13:25:46.526862,1,client2,A,16,2024-09-15 13:25:46.379599,2024-09-15 13:25:46.526875,446,500
2024-09-15 13:25:46.539369,1,client2,A,16,2024-09-15 13:25:46.384471,2024-09-15 13:25:46.539372,446,500
2024-09-15 13:25:51.719121,0,client1,D,11,2024-09-15 13:24:34.984803,2024-09-15 13:25:51.719124,778,800
2024-09-15 13:25:51.730793,0,client1,D,11,2024-09-15 13:24:34.984917,2024-09-15 13:25:51.730796,778,800
2024-09-15 13:26:23.748800,1,client2,B,8,2024-09-15 13:25:46.530287,2024-09-15 13:26:23.748809,584,600
2024-09-15 13:26:23.752535,1,client2,B,8,2024-09-15 13:25:46.541650,2024-09-15 13:26:23.752538,584,600
2024-09-15 13:26:23.897201,1,client2,C,1,2024-09-15 13:26:23.758902,2024-09-15 13:26:23.897209,653,700
2024-09-15 13:26:23.898693,1,client2,C,1,2024-09-15 13:26:23.758010,2024-09-15 13:26:23.898699,653,700
2024-09-15 13:26:53.174593,0,client1,drop_counter,57,2024-09-15 13:25:51.735549,2024-09-15 13:26:53.174604,0,0
2024-09-15 13:26:53.179017,0,client1,drop_counter,57,2024-09-15 13:25:51.735060,2024-09-15 13:26:53.179020,0,0
